name,allegiance,season,episode,location,killer,killers_house,method,death_no
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1274
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1275
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1276
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1277
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1278
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1279
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1280
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1281
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1282
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1283
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1284
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1285
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1286
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1287
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1288
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1289
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1290
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1291
Dothraki man,House Targaryen,7,4,Roseroad,Jaime Lannister,House Lannister,Sword,1292
Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1293
Dothraki man,House Targaryen,7,4,Roseroad,Jaime Lannister,House Lannister,Sword,1294
Dothraki man,House Targaryen,7,4,Roseroad,Jaime Lannister,House Lannister,Sword,1295
Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1296
Dothraki man,House Targaryen,7,4,Roseroad,Dickon Tarly,House Lannister,Sword,1297
Dothraki man,House Targaryen,7,4,Roseroad,Bronn,House Lannister,Sword,1298
Dothraki man,House Targaryen,7,4,Roseroad,Bronn,House Lannister,Sword,1299
Dothraki man,House Targaryen,7,4,Roseroad,Bronn,House Lannister,Giant arrow,1300
Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1301
Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Arakh,1302
Lannister soldier,House Lannister,7,4,Roseroad,Dothraki man,House Targaryen,Spear,1303
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1304
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1305
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1306
Lannister soldier,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1307
Horse,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1308
Horse,House Lannister,7,4,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1309
Randyll Tarly,House Lannister,7,5,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1310
Dickon Tarly,House Lannister,7,5,Roseroad,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1311
Lannister soldier,House Lannister,7,5,King's Landing,Gendry,House Stark,Hammer,1312
Lannister soldier,House Lannister,7,5,King's Landing,Gendry,House Stark,Hammer,1313
Stark Soldier,House Stark,7,6,Beyond the Wall,Undead Polar Bear,White Walkers,Teeth,1314
Stark Soldier,House Stark,7,6,Beyond the Wall,Undead Polar Bear,White Walkers,Teeth,1315
Undead Polar Bear,White Walkers,7,6,Beyond the Wall,Jorah Mormont,House Targaryen,Knife,1316
Wildling,Free Folk,7,6,Beyond the Wall,Wight,White Walkers,Drowning,1317
Thoros,Brotherhood Without Banners,7,6,Beyond the Wall,Undead Polar Bear,White Walkers,Claws,1318
Wildling,Free Folk,7,6,Beyond the Wall,Wight,White Walkers,Teeth,1319
Stark Soldier,House Stark,7,6,Beyond the Wall,Wight,White Walkers,Claws,1320
Viserion,House Targaryen,7,6,Beyond the Wall,Night King,White Walkers,Ice Javelin,1321
Benjen Stark,House Stark,7,6,Beyond the Wall,Wight,White Walkers,Claws,1322
Greyjoy Soldier,House Greyjoy,7,7,Dragonstone,Theon Greyjoy,House Greyjoy,Rock,1323
Petyr Baelish,House Baelish,7,7,Winterfell,Arya Stark,House Stark,Knife,1324
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1325
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1326
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1327
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1328
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1329
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1330
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1331
Night's Watch brother,Night's Watch,7,7,The Wall,Viserion,White Walkers,Falling,1332
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Arrow,1333
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Arrow,1334
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Arrow,1335
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Arrow,1336
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Arrow,1337
Greyjoy Soldier,House Greyjoy,8,1,The Narrow Sea,Theon Greyjoy,House Greyjoy,Axe,1338
Ned Umber,House Umber,8,2,Last Hearth,Night King,White Walkers,Steak,1339
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1340
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1341
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Knife,1342
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1343
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Teeth,1344
Eddison Tollett,Night's Watch,8,3,Winterfell,Wight,White Walkers,Sword,1345
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1346
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1347
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1348
Unsullied,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1349
Night's Watch brother,Night's Watch,8,3,Winterfell,Wight,White Walkers,Teeth,1350
Night's Watch brother,Night's Watch,8,3,Winterfell,Wight,White Walkers,Sword,1351
Night's Watch brother,Night's Watch,8,3,Winterfell,Wight,White Walkers,Teeth,1352
Night's Watch brother,Night's Watch,8,3,Winterfell,Wight,White Walkers,Sword,1353
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1354
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1355
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1356
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1357
Stark Soldier,House Stark,8,3,Winterfell,Wight,White Walkers,Sword,1358
Night's Watch brother,Night's Watch,8,3,Winterfell,Wight,White Walkers,Knife,1359
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1360
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1361
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1362
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1363
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1364
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1365
Mormont Soldier,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Club,1366
Lyanna Mormont,House Mormont,8,3,Winterfell,Giant Wight,White Walkers,Hands,1367
Giant Wight,White Walkers,8,3,Winterfell,Lyanna Mormont,House Mormont,Knife,1368
Beric Dondarrion,Brotherhood Without Banners,8,3,Winterfell,Wight,White Walkers,Knife,1369
Peasant,Smallfolk,8,3,Winterfell,Wight,White Walkers,Teeth,1370
Peasant,Smallfolk,8,3,Winterfell,Wight,White Walkers,Teeth,1371
Jorah Mormont,House Targaryen,8,3,Winterfell,Wight,White Walkers,Sword,1372
Night King,White Walkers,8,3,Winterfell,Arya Stark,House Stark,Knife,1373
"Melisandre ""the Red Woman"" of Asshai",Lord of Light,8,3,Winterfell,"Melisandre ""the Red Woman"" of Asshai",Lord of Light,Old Age,1374
Rhaegal,House Targaryen,8,4,Dragonstone,Euron Greyjoy,House Greyjoy,Giant arrow,1375
Unsullied,House Targaryen,8,4,Dragonstone,Greyjoy Soldier,House Greyjoy,Giant arrow,1376
Unsullied,House Targaryen,8,4,Dragonstone,Greyjoy Soldier,House Greyjoy,Giant arrow,1377
Unsullied,House Targaryen,8,4,Dragonstone,Greyjoy Soldier,House Greyjoy,Giant arrow,1378
Missandei,House Targaryen,8,4,King's Landing,"Gregor ""the Mountain"" Clegane",House Lannister,Sword,1379
Varys,House Targaryen,8,5,Dragonstone,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1380
Greyjoy Soldier,House Greyjoy,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1381
Greyjoy Soldier,House Greyjoy,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1382
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1383
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1384
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1385
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1386
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1387
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1388
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1389
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1390
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1391
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1392
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1393
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1394
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1395
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1396
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1397
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1398
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1399
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1400
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1401
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1402
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1403
Lannister soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1404
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1405
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1406
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1407
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1408
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1409
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1410
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1411
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1412
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1413
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1414
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1415
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1416
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1417
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1418
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1419
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1420
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1421
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1422
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1423
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1424
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1425
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1426
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1427
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1428
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1429
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1430
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1431
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1432
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1433
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1434
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1435
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1436
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1437
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1438
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1439
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1440
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1441
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1442
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1443
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1444
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1445
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1446
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1447
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1448
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1449
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1450
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1451
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1452
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1453
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1454
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1455
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1456
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1457
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1458
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1459
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1460
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1461
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1462
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1463
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1464
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1465
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1466
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1467
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1468
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1469
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1470
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1471
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1472
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1473
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1474
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1475
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1476
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1477
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1478
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1479
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1480
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1481
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1482
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1483
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1484
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1485
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1486
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1487
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1488
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1489
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1490
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1491
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1492
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1493
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1494
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1495
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1496
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1497
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1498
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1499
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1500
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1501
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1502
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1503
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1504
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1505
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1506
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1507
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1508
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1509
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1510
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1511
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1512
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1513
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1514
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1515
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1516
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1517
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1518
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1519
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1520
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1521
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1522
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1523
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1524
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1525
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1526
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1527
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1528
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1529
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1530
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1531
