Name,Year,Variable,Value,Geography Type,Date,Location
King County,2013,Percent Bachelor's Degree or Higher,0.481,County,12/31/2013 12:00:00 AM,POINT (-121.833996 47.490599)
Thurston County,2010,Percent Associate's Degree,0.104,County,12/31/2010 12:00:00 AM,POINT (-122.830152 46.935822)
Clark County,2017,Graduate/Professional Degree,0.109,County,12/31/2017 12:00:00 AM,POINT (-122.485903 45.771674)
Franklin County,2012,Percent Associate's Degree,0.108,County,12/31/2012 12:00:00 AM,POINT (-118.906944 46.53458)
Mason County,2018,Graduate/Professional Degree,0.066,County,12/31/2018 12:00:00 AM,POINT (-123.17385 47.354126)
Snohomish County,2013,Percent Associate's Degree,0.106,County,12/31/2013 12:00:00 AM,POINT (-121.766412 48.054913)
Cowlitz County,2010,Graduate/Professional Degree,0.048,County,12/31/2010 12:00:00 AM,POINT (-122.658682 46.185923)
Lewis County,2015,Percent Associate's Degree,0.125,County,12/31/2015 12:00:00 AM,POINT (-122.377444 46.580071)
Whatcom County,2011,Graduate/Professional Degree,0.119,County,12/31/2011 12:00:00 AM,POINT (-121.836432 48.842653)
Skagit County,2014,Percent Bachelor's Degree or Higher,0.274,County,12/31/2014 12:00:00 AM,POINT (-121.81577 48.493292)
Clallam County,2019,Graduate/Professional Degree,0.132,County,12/31/2019 12:00:00 AM,POINT (-123.88986 48.110903)
Kitsap County,2017,Graduate/Professional Degree,0.12,County,12/31/2017 12:00:00 AM,POINT (-122.649636 47.639687)
Grant County,2017,Percent Associate's Degree,0.085,County,12/31/2017 12:00:00 AM,POINT (-119.467788 47.213633)
Lewis County,2010,Percent Associate's Degree or Higher,0.224,County,12/31/2010 12:00:00 AM,POINT (-122.377444 46.580071)
Benton County,2017,Percent High School Graduate or Higher,0.887,County,12/31/2017 12:00:00 AM,POINT (-119.516666 46.22812)
Thurston County,2014,Percent Associate's Degree or Higher,0.445,County,12/31/2014 12:00:00 AM,POINT (-122.830152 46.935822)
Grays Harbor County,2018,Percent Associate's Degree or Higher,0.259,County,12/31/2018 12:00:00 AM,POINT (-123.826655 47.113999)
Cowlitz County,2012,Percent Associate's Degree,0.104,County,12/31/2012 12:00:00 AM,POINT (-122.658682 46.185923)
Franklin County,2015,Percent Bachelor's Degree or Higher,0.187,County,12/31/2015 12:00:00 AM,POINT (-118.906944 46.53458)
Whatcom County,2019,Percent Associate's Degree or Higher,0.466,County,12/31/2019 12:00:00 AM,POINT (-121.836432 48.842653)
Pierce County,2018,Percent High School Graduate or Higher,0.913,County,12/31/2018 12:00:00 AM,POINT (-122.153242 47.051415)
Grays Harbor County,2012,Percent Bachelor's Degree or Higher,0.15,County,12/31/2012 12:00:00 AM,POINT (-123.826655 47.113999)
Benton County,2015,Percent High School Graduate or Higher,0.894,County,12/31/2015 12:00:00 AM,POINT (-119.516666 46.22812)
Clallam County,2019,Percent Associate's Degree,0.1,County,12/31/2019 12:00:00 AM,POINT (-123.88986 48.110903)
Franklin County,2010,Percent High School Graduate or Higher,0.659,County,12/31/2010 12:00:00 AM,POINT (-118.906944 46.53458)
Lewis County,2010,Percent Associate's Degree,0.108,County,12/31/2010 12:00:00 AM,POINT (-122.377444 46.580071)
Spokane County,2011,Percent Associate's Degree or Higher,0.415,County,12/31/2011 12:00:00 AM,POINT (-117.403371 47.620375)
Mason County,2019,Percent Associate's Degree,0.11,County,12/31/2019 12:00:00 AM,POINT (-123.17385 47.354126)
Lewis County,2013,Percent High School Graduate or Higher,0.879,County,12/31/2013 12:00:00 AM,POINT (-122.377444 46.580071)
Cowlitz County,2019,Percent Bachelor's Degree or Higher,0.153,County,12/31/2019 12:00:00 AM,POINT (-122.658682 46.185923)
Grays Harbor County,2013,Percent Associate's Degree or Higher,0.273,County,12/31/2013 12:00:00 AM,POINT (-123.826655 47.113999)
Yakima County,2010,Percent Associate's Degree or Higher,0.229,County,12/31/2010 12:00:00 AM,POINT (-120.740145 46.456558)
Cowlitz County,2017,Graduate/Professional Degree,0.073,County,12/31/2017 12:00:00 AM,POINT (-122.658682 46.185923)
Thurston County,2018,Percent Bachelor's Degree or Higher,0.382,County,12/31/2018 12:00:00 AM,POINT (-122.830152 46.935822)
Cowlitz County,2017,Percent Bachelor's Degree or Higher,0.173,County,12/31/2017 12:00:00 AM,POINT (-122.658682 46.185923)
Pierce County,2013,Percent Bachelor's Degree or Higher,0.254,County,12/31/2013 12:00:00 AM,POINT (-122.153242 47.051415)
Kitsap County,2017,Percent Associate's Degree or Higher,0.434,County,12/31/2017 12:00:00 AM,POINT (-122.649636 47.639687)
Snohomish County,2010,Percent Bachelor's Degree or Higher,0.285,County,12/31/2010 12:00:00 AM,POINT (-121.766412 48.054913)
King County,2011,Percent High School Graduate or Higher,0.917,County,12/31/2011 12:00:00 AM,POINT (-121.833996 47.490599)
Kitsap County,2013,Graduate/Professional Degree,0.102,County,12/31/2013 12:00:00 AM,POINT (-122.649636 47.639687)
Lewis County,2012,Percent Associate's Degree,0.127,County,12/31/2012 12:00:00 AM,POINT (-122.377444 46.580071)
Thurston County,2016,Graduate/Professional Degree,0.129,County,12/31/2016 12:00:00 AM,POINT (-122.830152 46.935822)
Cowlitz County,2013,Percent Bachelor's Degree or Higher,0.156,County,12/31/2013 12:00:00 AM,POINT (-122.658682 46.185923)
Grant County,2010,Percent Bachelor's Degree or Higher,0.147,County,12/31/2010 12:00:00 AM,POINT (-119.467788 47.213633)
Clark County,2015,Graduate/Professional Degree,0.093,County,12/31/2015 12:00:00 AM,POINT (-122.485903 45.771674)
Benton County,2018,Graduate/Professional Degree,0.122,County,12/31/2018 12:00:00 AM,POINT (-119.516666 46.22812)
Whatcom County,2010,Percent Bachelor's Degree or Higher,0.321,County,12/31/2010 12:00:00 AM,POINT (-121.836432 48.842653)
Whatcom County,2014,Percent Bachelor's Degree or Higher,0.326,County,12/31/2014 12:00:00 AM,POINT (-121.836432 48.842653)
Clark County,2010,Percent Associate's Degree,0.096,County,12/31/2010 12:00:00 AM,POINT (-122.485903 45.771674)
Lewis County,2015,Graduate/Professional Degree,0.072,County,12/31/2015 12:00:00 AM,POINT (-122.377444 46.580071)
Island County,2016,Percent Associate's Degree or Higher,0.428,County,12/31/2016 12:00:00 AM,POINT (-122.670649 48.158554)
Spokane County,2014,Percent High School Graduate or Higher,0.927,County,12/31/2014 12:00:00 AM,POINT (-117.403371 47.620375)
Skagit County,2010,Percent High School Graduate or Higher,0.896,County,12/31/2010 12:00:00 AM,POINT (-121.81577 48.493292)
Clark County,2017,Percent Associate's Degree,0.111,County,12/31/2017 12:00:00 AM,POINT (-122.485903 45.771674)
Yakima County,2013,Graduate/Professional Degree,0.059,County,12/31/2013 12:00:00 AM,POINT (-120.740145 46.456558)
Pierce County,2017,Percent Bachelor's Degree or Higher,0.26,County,12/31/2017 12:00:00 AM,POINT (-122.153242 47.051415)
Snohomish County,2019,Percent Bachelor's Degree or Higher,0.33,County,12/31/2019 12:00:00 AM,POINT (-121.766412 48.054913)
Thurston County,2011,Percent Associate's Degree,0.084,County,12/31/2011 12:00:00 AM,POINT (-122.830152 46.935822)
Whatcom County,2018,Graduate/Professional Degree,0.128,County,12/31/2018 12:00:00 AM,POINT (-121.836432 48.842653)
Cowlitz County,2016,Percent High School Graduate or Higher,0.88,County,12/31/2016 12:00:00 AM,POINT (-122.658682 46.185923)
Pierce County,2010,Graduate/Professional Degree,0.084,County,12/31/2010 12:00:00 AM,POINT (-122.153242 47.051415)
Thurston County,2015,Percent High School Graduate or Higher,0.919,County,12/31/2015 12:00:00 AM,POINT (-122.830152 46.935822)
Clark County,2014,Percent Bachelor's Degree or Higher,0.269,County,12/31/2014 12:00:00 AM,POINT (-122.485903 45.771674)
Washington,2012,Percent Associate's Degree,0.096,State,12/31/2012 12:00:00 AM,POINT (47.4073238 -120.5757999)
Lewis County,2015,Percent Associate's Degree or Higher,0.302,County,12/31/2015 12:00:00 AM,POINT (-122.377444 46.580071)
Washington,2019,Percent Associate's Degree,0.1,State,12/31/2019 12:00:00 AM,POINT (47.4073238 -120.5757999)
Franklin County,2012,Graduate/Professional Degree,0.039,County,12/31/2012 12:00:00 AM,POINT (-118.906944 46.53458)
Spokane County,2018,Percent Associate's Degree,0.138,County,12/31/2018 12:00:00 AM,POINT (-117.403371 47.620375)
Washington,2016,Percent Associate's Degree or Higher,0.449,State,12/31/2016 12:00:00 AM,POINT (47.4073238 -120.5757999)
Grays Harbor County,2014,Percent High School Graduate or Higher,0.888,County,12/31/2014 12:00:00 AM,POINT (-123.826655 47.113999)
Spokane County,2016,Percent Associate's Degree,0.128,County,12/31/2016 12:00:00 AM,POINT (-117.403371 47.620375)
Chelan County,2011,Percent High School Graduate or Higher,0.839,County,12/31/2011 12:00:00 AM,POINT (-120.619041 47.860974)
Washington,2011,Percent Bachelor's Degree or Higher,0.319,State,12/31/2011 12:00:00 AM,POINT (47.4073238 -120.5757999)
Island County,2018,Percent Associate's Degree,0.127,County,12/31/2018 12:00:00 AM,POINT (-122.670649 48.158554)
Kitsap County,2019,Percent Associate's Degree,0.105,County,12/31/2019 12:00:00 AM,POINT (-122.649636 47.639687)
Lewis County,2018,Percent Associate's Degree or Higher,0.33,County,12/31/2018 12:00:00 AM,POINT (-122.377444 46.580071)
Lewis County,2017,Percent Associate's Degree,0.128,County,12/31/2017 12:00:00 AM,POINT (-122.377444 46.580071)
Grant County,2012,Percent Bachelor's Degree or Higher,0.126,County,12/31/2012 12:00:00 AM,POINT (-119.467788 47.213633)
Pierce County,2014,Percent Associate's Degree or Higher,0.357,County,12/31/2014 12:00:00 AM,POINT (-122.153242 47.051415)
Chelan County,2015,Percent High School Graduate or Higher,0.824,County,12/31/2015 12:00:00 AM,POINT (-120.619041 47.860974)
Clark County,2012,Percent Associate's Degree,0.11,County,12/31/2012 12:00:00 AM,POINT (-122.485903 45.771674)
Clark County,2011,Percent Associate's Degree or Higher,0.377,County,12/31/2011 12:00:00 AM,POINT (-122.485903 45.771674)
Island County,2011,Graduate/Professional Degree,0.116,County,12/31/2011 12:00:00 AM,POINT (-122.670649 48.158554)
Kitsap County,2018,Graduate/Professional Degree,0.117,County,12/31/2018 12:00:00 AM,POINT (-122.649636 47.639687)
Snohomish County,2012,Percent Bachelor's Degree or Higher,0.297,County,12/31/2012 12:00:00 AM,POINT (-121.766412 48.054913)
Island County,2013,Percent High School Graduate or Higher,0.935,County,12/31/2013 12:00:00 AM,POINT (-122.670649 48.158554)
Snohomish County,2019,Percent Associate's Degree,0.112,County,12/31/2019 12:00:00 AM,POINT (-121.766412 48.054913)
Cowlitz County,2015,Percent Bachelor's Degree or Higher,0.172,County,12/31/2015 12:00:00 AM,POINT (-122.658682 46.185923)
Benton County,2011,Graduate/Professional Degree,0.115,County,12/31/2011 12:00:00 AM,POINT (-119.516666 46.22812)
Clark County,2019,Percent Associate's Degree,0.106,County,12/31/2019 12:00:00 AM,POINT (-122.485903 45.771674)
Snohomish County,2014,Graduate/Professional Degree,0.09,County,12/31/2014 12:00:00 AM,POINT (-121.766412 48.054913)
Chelan County,2019,Percent Associate's Degree or Higher,0.363,County,12/31/2019 12:00:00 AM,POINT (-120.619041 47.860974)
Grays Harbor County,2019,Percent Associate's Degree or Higher,0.313,County,12/31/2019 12:00:00 AM,POINT (-123.826655 47.113999)
Whatcom County,2012,Percent High School Graduate or Higher,0.898,County,12/31/2012 12:00:00 AM,POINT (-121.836432 48.842653)
Kitsap County,2014,Percent High School Graduate or Higher,0.944,County,12/31/2014 12:00:00 AM,POINT (-122.649636 47.639687)
Pierce County,2015,Percent Bachelor's Degree or Higher,0.257,County,12/31/2015 12:00:00 AM,POINT (-122.153242 47.051415)
Washington,2010,Percent Associate's Degree,0.094,State,12/31/2010 12:00:00 AM,POINT (47.4073238 -120.5757999)
Chelan County,2017,Percent Bachelor's Degree or Higher,0.27,County,12/31/2017 12:00:00 AM,POINT (-120.619041 47.860974)
Chelan County,2010,Percent Bachelor's Degree or Higher,0.204,County,12/31/2010 12:00:00 AM,POINT (-120.619041 47.860974)
Chelan County,2013,Graduate/Professional Degree,0.094,County,12/31/2013 12:00:00 AM,POINT (-120.619041 47.860974)
Clark County,2019,Graduate/Professional Degree,0.108,County,12/31/2019 12:00:00 AM,POINT (-122.485903 45.771674)
Washington,2013,Percent High School Graduate or Higher,0.901,State,12/31/2013 12:00:00 AM,POINT (47.4073238 -120.5757999)
Grays Harbor County,2016,Graduate/Professional Degree,0.046,County,12/31/2016 12:00:00 AM,POINT (-123.826655 47.113999)
Pierce County,2013,Percent Associate's Degree or Higher,0.359,County,12/31/2013 12:00:00 AM,POINT (-122.153242 47.051415)
King County,2010,Percent Bachelor's Degree or Higher,0.453,County,12/31/2010 12:00:00 AM,POINT (-121.833996 47.490599)
Clallam County,2018,Graduate/Professional Degree,0.124,County,12/31/2018 12:00:00 AM,POINT (-123.88986 48.110903)
Island County,2015,Percent High School Graduate or Higher,0.949,County,12/31/2015 12:00:00 AM,POINT (-122.670649 48.158554)
Cowlitz County,2011,Percent High School Graduate or Higher,0.862,County,12/31/2011 12:00:00 AM,POINT (-122.658682 46.185923)
Snohomish County,2017,Percent Associate's Degree,0.11,County,12/31/2017 12:00:00 AM,POINT (-121.766412 48.054913)
Spokane County,2013,Percent Bachelor's Degree or Higher,0.268,County,12/31/2013 12:00:00 AM,POINT (-117.403371 47.620375)
Grays Harbor County,2013,Percent Bachelor's Degree or Higher,0.143,County,12/31/2013 12:00:00 AM,POINT (-123.826655 47.113999)
Pierce County,2012,Percent Associate's Degree,0.102,County,12/31/2012 12:00:00 AM,POINT (-122.153242 47.051415)
King County,2017,Percent Bachelor's Degree or Higher,0.515,County,12/31/2017 12:00:00 AM,POINT (-121.833996 47.490599)
Spokane County,2012,Percent Associate's Degree or Higher,0.388,County,12/31/2012 12:00:00 AM,POINT (-117.403371 47.620375)
Clallam County,2014,Percent Associate's Degree or Higher,0.344,County,12/31/2014 12:00:00 AM,POINT (-123.88986 48.110903)
Washington,2015,Graduate/Professional Degree,0.125,State,12/31/2015 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clark County,2010,Percent Associate's Degree or Higher,0.342,County,12/31/2010 12:00:00 AM,POINT (-122.485903 45.771674)
Thurston County,2014,Percent Bachelor's Degree or Higher,0.339,County,12/31/2014 12:00:00 AM,POINT (-122.830152 46.935822)
Clark County,2016,Percent High School Graduate or Higher,0.924,County,12/31/2016 12:00:00 AM,POINT (-122.485903 45.771674)
Whatcom County,2017,Percent Bachelor's Degree or Higher,0.358,County,12/31/2017 12:00:00 AM,POINT (-121.836432 48.842653)
Island County,2019,Percent High School Graduate or Higher,0.951,County,12/31/2019 12:00:00 AM,POINT (-122.670649 48.158554)
Grant County,2014,Graduate/Professional Degree,0.048,County,12/31/2014 12:00:00 AM,POINT (-119.467788 47.213633)
Kitsap County,2012,Percent Associate's Degree or Higher,0.392,County,12/31/2012 12:00:00 AM,POINT (-122.649636 47.639687)
Lewis County,2014,Percent Bachelor's Degree or Higher,0.139,County,12/31/2014 12:00:00 AM,POINT (-122.377444 46.580071)
Yakima County,2016,Percent Associate's Degree,0.081,County,12/31/2016 12:00:00 AM,POINT (-120.740145 46.456558)
Skagit County,2016,Percent Bachelor's Degree or Higher,0.244,County,12/31/2016 12:00:00 AM,POINT (-121.81577 48.493292)
Island County,2010,Percent Associate's Degree or Higher,0.428,County,12/31/2010 12:00:00 AM,POINT (-122.670649 48.158554)
Franklin County,2011,Percent Bachelor's Degree or Higher,0.172,County,12/31/2011 12:00:00 AM,POINT (-118.906944 46.53458)
Pierce County,2017,Graduate/Professional Degree,0.093,County,12/31/2017 12:00:00 AM,POINT (-122.153242 47.051415)
Benton County,2014,Percent Bachelor's Degree or Higher,0.288,County,12/31/2014 12:00:00 AM,POINT (-119.516666 46.22812)
Island County,2017,Percent High School Graduate or Higher,0.954,County,12/31/2017 12:00:00 AM,POINT (-122.670649 48.158554)
Spokane County,2011,Percent Associate's Degree,0.111,County,12/31/2011 12:00:00 AM,POINT (-117.403371 47.620375)
Whatcom County,2019,Percent Bachelor's Degree or Higher,0.357,County,12/31/2019 12:00:00 AM,POINT (-121.836432 48.842653)
Skagit County,2012,Graduate/Professional Degree,0.089,County,12/31/2012 12:00:00 AM,POINT (-121.81577 48.493292)
Benton County,2019,Percent High School Graduate or Higher,0.907,County,12/31/2019 12:00:00 AM,POINT (-119.516666 46.22812)
Spokane County,2017,Graduate/Professional Degree,0.113,County,12/31/2017 12:00:00 AM,POINT (-117.403371 47.620375)
Clallam County,2011,Percent Bachelor's Degree or Higher,0.272,County,12/31/2011 12:00:00 AM,POINT (-123.88986 48.110903)
Benton County,2016,Percent Bachelor's Degree or Higher,0.298,County,12/31/2016 12:00:00 AM,POINT (-119.516666 46.22812)
Benton County,2012,Percent Associate's Degree or Higher,0.399,County,12/31/2012 12:00:00 AM,POINT (-119.516666 46.22812)
Snohomish County,2018,Percent Associate's Degree,0.107,County,12/31/2018 12:00:00 AM,POINT (-121.766412 48.054913)
Kitsap County,2016,Percent Associate's Degree,0.1,County,12/31/2016 12:00:00 AM,POINT (-122.649636 47.639687)
Thurston County,2010,Percent High School Graduate or Higher,0.941,County,12/31/2010 12:00:00 AM,POINT (-122.830152 46.935822)
Benton County,2013,Percent Associate's Degree,0.106,County,12/31/2013 12:00:00 AM,POINT (-119.516666 46.22812)
Clallam County,2013,Percent Bachelor's Degree or Higher,0.252,County,12/31/2013 12:00:00 AM,POINT (-123.88986 48.110903)
Grays Harbor County,2014,Percent Associate's Degree or Higher,0.274,County,12/31/2014 12:00:00 AM,POINT (-123.826655 47.113999)
Thurston County,2017,Percent Associate's Degree or Higher,0.465,County,12/31/2017 12:00:00 AM,POINT (-122.830152 46.935822)
Thurston County,2017,Percent High School Graduate or Higher,0.947,County,12/31/2017 12:00:00 AM,POINT (-122.830152 46.935822)
Grays Harbor County,2015,Percent Associate's Degree or Higher,0.275,County,12/31/2015 12:00:00 AM,POINT (-123.826655 47.113999)
Lewis County,2019,Graduate/Professional Degree,0.069,County,12/31/2019 12:00:00 AM,POINT (-122.377444 46.580071)
Spokane County,2016,Percent Associate's Degree or Higher,0.437,County,12/31/2016 12:00:00 AM,POINT (-117.403371 47.620375)
Grays Harbor County,2018,Percent Associate's Degree,0.118,County,12/31/2018 12:00:00 AM,POINT (-123.826655 47.113999)
Yakima County,2011,Percent Bachelor's Degree or Higher,0.176,County,12/31/2011 12:00:00 AM,POINT (-120.740145 46.456558)
King County,2012,Percent High School Graduate or Higher,0.92,County,12/31/2012 12:00:00 AM,POINT (-121.833996 47.490599)
Grays Harbor County,2011,Percent Associate's Degree,0.116,County,12/31/2011 12:00:00 AM,POINT (-123.826655 47.113999)
Clallam County,2014,Percent High School Graduate or Higher,0.92,County,12/31/2014 12:00:00 AM,POINT (-123.88986 48.110903)
Spokane County,2015,Percent High School Graduate or Higher,0.933,County,12/31/2015 12:00:00 AM,POINT (-117.403371 47.620375)
Cowlitz County,2016,Percent Associate's Degree or Higher,0.273,County,12/31/2016 12:00:00 AM,POINT (-122.658682 46.185923)
Cowlitz County,2015,Percent Associate's Degree or Higher,0.284,County,12/31/2015 12:00:00 AM,POINT (-122.658682 46.185923)
Lewis County,2018,Graduate/Professional Degree,0.067,County,12/31/2018 12:00:00 AM,POINT (-122.377444 46.580071)
Kitsap County,2016,Graduate/Professional Degree,0.111,County,12/31/2016 12:00:00 AM,POINT (-122.649636 47.639687)
Snohomish County,2018,Percent Associate's Degree or Higher,0.434,County,12/31/2018 12:00:00 AM,POINT (-121.766412 48.054913)
Pierce County,2011,Percent High School Graduate or Higher,0.91,County,12/31/2011 12:00:00 AM,POINT (-122.153242 47.051415)
Washington,2014,Percent Bachelor's Degree or Higher,0.331,State,12/31/2014 12:00:00 AM,POINT (47.4073238 -120.5757999)
Lewis County,2017,Percent Associate's Degree or Higher,0.304,County,12/31/2017 12:00:00 AM,POINT (-122.377444 46.580071)
Lewis County,2019,Percent Associate's Degree,0.109,County,12/31/2019 12:00:00 AM,POINT (-122.377444 46.580071)
Washington,2010,Percent Associate's Degree or Higher,0.405,State,12/31/2010 12:00:00 AM,POINT (47.4073238 -120.5757999)
Washington,2017,Percent Associate's Degree,0.101,State,12/31/2017 12:00:00 AM,POINT (47.4073238 -120.5757999)
Pierce County,2018,Percent Bachelor's Degree or Higher,0.284,County,12/31/2018 12:00:00 AM,POINT (-122.153242 47.051415)
King County,2013,Percent High School Graduate or Higher,0.923,County,12/31/2013 12:00:00 AM,POINT (-121.833996 47.490599)
Benton County,2013,Percent Associate's Degree or Higher,0.4,County,12/31/2013 12:00:00 AM,POINT (-119.516666 46.22812)
Skagit County,2019,Percent Associate's Degree,0.099,County,12/31/2019 12:00:00 AM,POINT (-121.81577 48.493292)
Skagit County,2015,Percent Bachelor's Degree or Higher,0.244,County,12/31/2015 12:00:00 AM,POINT (-121.81577 48.493292)
Spokane County,2013,Percent Associate's Degree or Higher,0.378,County,12/31/2013 12:00:00 AM,POINT (-117.403371 47.620375)
Spokane County,2012,Percent Bachelor's Degree or Higher,0.274,County,12/31/2012 12:00:00 AM,POINT (-117.403371 47.620375)
Pierce County,2017,Percent Associate's Degree,0.115,County,12/31/2017 12:00:00 AM,POINT (-122.153242 47.051415)
Yakima County,2014,Percent High School Graduate or Higher,0.701,County,12/31/2014 12:00:00 AM,POINT (-120.740145 46.456558)
Whatcom County,2018,Percent Associate's Degree or Higher,0.458,County,12/31/2018 12:00:00 AM,POINT (-121.836432 48.842653)
Thurston County,2013,Percent High School Graduate or Higher,0.924,County,12/31/2013 12:00:00 AM,POINT (-122.830152 46.935822)
Skagit County,2011,Percent Bachelor's Degree or Higher,0.251,County,12/31/2011 12:00:00 AM,POINT (-121.81577 48.493292)
Benton County,2017,Percent Bachelor's Degree or Higher,0.298,County,12/31/2017 12:00:00 AM,POINT (-119.516666 46.22812)
Lewis County,2019,Percent Associate's Degree or Higher,0.298,County,12/31/2019 12:00:00 AM,POINT (-122.377444 46.580071)
Snohomish County,2013,Percent Bachelor's Degree or Higher,0.301,County,12/31/2013 12:00:00 AM,POINT (-121.766412 48.054913)
Thurston County,2012,Percent High School Graduate or Higher,0.934,County,12/31/2012 12:00:00 AM,POINT (-122.830152 46.935822)
Benton County,2010,Percent Bachelor's Degree or Higher,0.282,County,12/31/2010 12:00:00 AM,POINT (-119.516666 46.22812)
Grant County,2013,Percent Bachelor's Degree or Higher,0.144,County,12/31/2013 12:00:00 AM,POINT (-119.467788 47.213633)
Clark County,2012,Percent Associate's Degree or Higher,0.378,County,12/31/2012 12:00:00 AM,POINT (-122.485903 45.771674)
Grant County,2016,Graduate/Professional Degree,0.065,County,12/31/2016 12:00:00 AM,POINT (-119.467788 47.213633)
King County,2015,Percent High School Graduate or Higher,0.929,County,12/31/2015 12:00:00 AM,POINT (-121.833996 47.490599)
Grays Harbor County,2015,Percent Bachelor's Degree or Higher,0.168,County,12/31/2015 12:00:00 AM,POINT (-123.826655 47.113999)
Benton County,2013,Graduate/Professional Degree,0.104,County,12/31/2013 12:00:00 AM,POINT (-119.516666 46.22812)
Benton County,2011,Percent Associate's Degree,0.096,County,12/31/2011 12:00:00 AM,POINT (-119.516666 46.22812)
Clark County,2018,Graduate/Professional Degree,0.106,County,12/31/2018 12:00:00 AM,POINT (-122.485903 45.771674)
Snohomish County,2015,Percent Associate's Degree or Higher,0.421,County,12/31/2015 12:00:00 AM,POINT (-121.766412 48.054913)
Chelan County,2012,Percent Bachelor's Degree or Higher,0.231,County,12/31/2012 12:00:00 AM,POINT (-120.619041 47.860974)
Island County,2010,Percent Bachelor's Degree or Higher,0.33,County,12/31/2010 12:00:00 AM,POINT (-122.670649 48.158554)
Cowlitz County,2018,Percent High School Graduate or Higher,0.902,County,12/31/2018 12:00:00 AM,POINT (-122.658682 46.185923)
Yakima County,2015,Graduate/Professional Degree,0.06,County,12/31/2015 12:00:00 AM,POINT (-120.740145 46.456558)
Washington,2018,Percent High School Graduate or Higher,0.916,State,12/31/2018 12:00:00 AM,POINT (47.4073238 -120.5757999)
Clallam County,2016,Percent High School Graduate or Higher,0.903,County,12/31/2016 12:00:00 AM,POINT (-123.88986 48.110903)
Island County,2018,Percent Bachelor's Degree or Higher,0.342,County,12/31/2018 12:00:00 AM,POINT (-122.670649 48.158554)
Grant County,2015,Percent High School Graduate or Higher,0.748,County,12/31/2015 12:00:00 AM,POINT (-119.467788 47.213633)
Grays Harbor County,2017,Graduate/Professional Degree,0.046,County,12/31/2017 12:00:00 AM,POINT (-123.826655 47.113999)
Benton County,2012,Percent High School Graduate or Higher,0.909,County,12/31/2012 12:00:00 AM,POINT (-119.516666 46.22812)
Pierce County,2016,Percent Bachelor's Degree or Higher,0.269,County,12/31/2016 12:00:00 AM,POINT (-122.153242 47.051415)
Thurston County,2016,Percent Associate's Degree or Higher,0.474,County,12/31/2016 12:00:00 AM,POINT (-122.830152 46.935822)
Thurston County,2019,Percent Bachelor's Degree or Higher,0.344,County,12/31/2019 12:00:00 AM,POINT (-122.830152 46.935822)
Kitsap County,2018,Percent Associate's Degree,0.122,County,12/31/2018 12:00:00 AM,POINT (-122.649636 47.639687)
Franklin County,2018,Percent Bachelor's Degree or Higher,0.211,County,12/31/2018 12:00:00 AM,POINT (-118.906944 46.53458)
Whatcom County,2016,Percent Associate's Degree,0.098,County,12/31/2016 12:00:00 AM,POINT (-121.836432 48.842653)
Washington,2015,Percent Associate's Degree or Higher,0.438,State,12/31/2015 12:00:00 AM,POINT (47.4073238 -120.5757999)
Skagit County,2014,Percent High School Graduate or Higher,0.874,County,12/31/2014 12:00:00 AM,POINT (-121.81577 48.493292)
Clark County,2013,Percent Bachelor's Degree or Higher,0.269,County,12/31/2013 12:00:00 AM,POINT (-122.485903 45.771674)
Clallam County,2018,Percent Associate's Degree,0.118,County,12/31/2018 12:00:00 AM,POINT (-123.88986 48.110903)
Pierce County,2012,Graduate/Professional Degree,0.082,County,12/31/2012 12:00:00 AM,POINT (-122.153242 47.051415)
Chelan County,2016,Percent Bachelor's Degree or Higher,0.263,County,12/31/2016 12:00:00 AM,POINT (-120.619041 47.860974)
Island County,2011,Percent Associate's Degree,0.091,County,12/31/2011 12:00:00 AM,POINT (-122.670649 48.158554)
Cowlitz County,2010,Percent Associate's Degree or Higher,0.248,County,12/31/2010 12:00:00 AM,POINT (-122.658682 46.185923)
Grant County,2019,Graduate/Professional Degree,0.037,County,12/31/2019 12:00:00 AM,POINT (-119.467788 47.213633)
Snohomish County,2017,Graduate/Professional Degree,0.098,County,12/31/2017 12:00:00 AM,POINT (-121.766412 48.054913)
King County,2016,Percent Associate's Degree,0.079,County,12/31/2016 12:00:00 AM,POINT (-121.833996 47.490599)
Lewis County,2016,Percent Associate's Degree or Higher,0.293,County,12/31/2016 12:00:00 AM,POINT (-122.377444 46.580071)
Franklin County,2014,Percent High School Graduate or Higher,0.735,County,12/31/2014 12:00:00 AM,POINT (-118.906944 46.53458)
Kitsap County,2011,Percent Bachelor's Degree or Higher,0.292,County,12/31/2011 12:00:00 AM,POINT (-122.649636 47.639687)
Island County,2014,Percent Bachelor's Degree or Higher,0.31,County,12/31/2014 12:00:00 AM,POINT (-122.670649 48.158554)
Grays Harbor County,2019,Percent High School Graduate or Higher,0.921,County,12/31/2019 12:00:00 AM,POINT (-123.826655 47.113999)
Yakima County,2016,Graduate/Professional Degree,0.063,County,12/31/2016 12:00:00 AM,POINT (-120.740145 46.456558)
Benton County,2018,Percent Associate's Degree or Higher,0.402,County,12/31/2018 12:00:00 AM,POINT (-119.516666 46.22812)
Snohomish County,2015,Percent High School Graduate or Higher,0.917,County,12/31/2015 12:00:00 AM,POINT (-121.766412 48.054913)
